ÏñÔª	¹âÇ¿
594	204
595	207
596	212
597	220
598	223
599	225
600	225
601	226
602	227
603	226
604	223
605	221
606	221
607	225
608	230
609	236
610	238
611	236
612	233
613	233
614	231
615	226
616	222
617	222
618	223
619	222
620	218
621	208
622	207
623	229
624	242
625	244
626	234
627	223
628	214
629	208
630	207
631	206
632	205
633	204
634	202
635	203
636	206
637	214
638	221
639	222
640	221
641	225
642	229
643	231
644	224
645	214
646	210
647	213
648	216
649	213
650	207
651	203
652	204
653	204
654	202
655	201
656	202
657	207
658	212
659	215
660	219
661	218
662	215
663	218
664	218
665	211
666	204
667	205
668	207
669	210
670	205
671	207
672	214
673	224
674	229
675	227
676	222
677	219
678	216
679	213
680	210
681	208
682	208
683	210
684	209
685	214
686	223
687	225
688	216
689	206
690	203
691	203
692	207
693	209
694	205
695	204
696	207
697	208
698	210
699	216
700	218
701	218
702	220
703	223
704	224
705	215
706	212
707	210
708	209
709	208
710	205
711	202
712	203
713	201
714	201
715	202
716	206
717	211
718	212
719	217
720	223
721	222
722	215
723	213
724	207
725	199
726	196
727	198
728	196
729	200
730	202
731	205
732	210
733	219
734	225
735	227
736	224
737	220
738	213
739	208
740	208
741	207
742	204
743	193
744	159
745	116
746	 73
747	 48
748	 40
749	 38
750	 37
751	 35
752	 39
753	 42
754	 41
755	 43
756	 37
757	 33
758	 34
759	 45
760	 61
761	 76
762	 95
763	132
764	177
765	201
766	207
767	205
768	205
769	211
770	221
771	215
772	214
773	235
774	249
775	233
776	231
777	234
778	222
779	197
780	158
781	107
782	 63
783	 45
784	 38
785	 32
786	 32
787	 32
788	 30
789	 31
790	 32
791	 33
792	 37
793	 43
794	 50
795	 61
796	 79
797	 99
798	130
799	170
800	196
801	205
802	213
803	220
804	222
805	221
806	213
807	207
808	208
809	210
810	208
811	184
812	128
813	 72
814	 41
815	 31
816	 29
817	 26
818	 28
819	 31
820	 33
821	 34
822	 35
823	 33
824	 32
825	 32
826	 32
827	 32
828	 31
829	 30
830	 29
831	 27
832	 26
833	 27
834	 29
835	 29
836	 31
837	 35
838	 38
839	 37
840	 37
841	 42
842	 49
843	 48
844	 43
845	 39
846	 40
847	 42
848	 44
849	 43
850	 39
851	 35
852	 34
853	 34
854	 35
855	 34
856	 31
857	 30
858	 31
859	 33
860	 34
861	 37
862	 43
863	 52
864	 65
865	 83
866	111
867	153
868	199
869	225
870	232
871	234
872	236
873	234
874	226
875	217
876	207
877	203
878	196
879	175
880	140
881	 97
882	 61
883	 40
884	 33
885	 32
886	 32
887	 31
888	 33
889	 35
890	 36
891	 34
892	 33
893	 35
894	 36
895	 36
896	 34
897	 34
898	 35
899	 36
900	 39
901	 40
902	 38
903	 35
904	 33
905	 32
906	 32
907	 33
908	 34
909	 35
910	 38
911	 45
912	 49
913	 50
914	 50
915	 54
916	 69
917	 98
918	139
919	184
920	224
921	245
922	251
923	242
924	232
925	226
926	222
927	220
928	211
929	205
930	202
931	195
932	183
933	158
934	120
935	 81
936	 52
937	 39
938	 33
939	 31
940	 30
941	 29
942	 29
943	 30
944	 32
945	 34
946	 37
947	 42
948	 48
949	 57
950	 67
951	 82
952	106
953	137
954	163
955	178
956	184
957	188
958	195
959	199
960	206
961	214
962	223
963	228
964	226
965	219
966	210
967	202
968	198
969	198
970	198
971	197
972	196
973	197
974	201
975	205
976	207
977	209
978	212
979	214
980	216
981	219
982	220
983	223
984	225
985	229
986	234
987	240
988	248
989	255
990	255
991	255
992	255
993	255
994	255
995	255
996	255
997	255
998	255
999	255
1000	255
1001	251
1002	241
1003	237
1004	237
1005	236
1006	235
1007	233
1008	230
1009	224
1010	218
1011	216
1012	218
1013	223
1014	230
1015	233
1016	232
1017	227
1018	214
1019	191
1020	157
1021	117
1022	 80
1023	 56
1024	 43
1025	 38
1026	 35
1027	 34
1028	 32
1029	 31
1030	 30
1031	 31
1032	 34
1033	 38
1034	 43
1035	 52
1036	 65
1037	 86
1038	118
1039	157
1040	188
1041	207
1042	215
1043	217
1044	215
1045	213
1046	211
1047	208
1048	204
1049	198
1050	191
1051	181
1052	167
1053	146
1054	120
1055	 90
1056	 63
1057	 44
1058	 35
1059	 33
1060	 32
1061	 32
1062	 33
1063	 33
1064	 33
1065	 33
1066	 33
1067	 34
1068	 34
1069	 34
1070	 34
1071	 34
1072	 34
1073	 35
1074	 35
1075	 34
1076	 33
1077	 32
1078	 32
1079	 31
1080	 31
1081	 31
1082	 31
1083	 31
1084	 30
1085	 30
1086	 29
1087	 29
1088	 30
1089	 32
1090	 32
1091	 33
1092	 33
1093	 33
1094	 34
1095	 35
1096	 35
1097	 34
1098	 33
1099	 34
1100	 36
1101	 39
1102	 43
1103	 51
1104	 66
1105	 91
1106	129
1107	173
1108	211
1109	234
1110	243
1111	245
1112	241
1113	238
1114	238
1115	241
1116	241
1117	247
1118	255
1119	255
1120	255
1121	255
1122	255
1123	251
1124	242
1125	242
1126	245
1127	249
1128	255
1129	255
1130	255
1131	255
1132	255
1133	249
1134	237
1135	231
1136	225
1137	219
1138	209
1139	188
1140	158
1141	122
1142	 91
1143	 65
1144	 48
1145	 39
1146	 36
1147	 35
1148	 35
1149	 34
1150	 33
1151	 34
1152	 37
1153	 41
1154	 45
1155	 54
1156	 65
1157	 81
1158	105
1159	137
1160	165
1161	186
1162	201
1163	212
1164	218
1165	223
1166	225
1167	226
1168	226
1169	226
1170	225
1171	221
1172	218
1173	217
1174	215
1175	217
1176	218
1177	220
1178	222
1179	225
1180	225
1181	222
1182	218
1183	216
1184	218
1185	220
1186	218
1187	215
1188	208
1189	189
1190	159
1191	124
1192	 94
1193	 71
1194	 53
1195	 42
1196	 37
1197	 36
1198	 34
1199	 35
1200	 34
1201	 33
1202	 32
1203	 31
1204	 31
1205	 31
1206	 32
1207	 32
1208	 32
1209	 33
1210	 32
1211	 32
1212	 32
1213	 32
1214	 32
1215	 32
1216	 31
1217	 32
1218	 31
1219	 32
1220	 32
1221	 35
1222	 38
1223	 42
1224	 49
1225	 61
1226	 78
1227	106
1228	140
1229	168
1230	189
1231	205
1232	216
1233	221
1234	221
1235	224
1236	226
1237	227
1238	224
1239	219
1240	207
1241	186
1242	157
1243	126
1244	 96
1245	 72
1246	 53
1247	 42
1248	 37
1249	 35
1250	 34
1251	 34
1252	 35
1253	 34
1254	 34
1255	 35
1256	 35
1257	 35
1258	 34
1259	 35
1260	 34
1261	 33
1262	 33
1263	 33
1264	 34
1265	 34
1266	 35
1267	 35
1268	 35
1269	 34
1270	 34
1271	 33
1272	 33
1273	 33
1274	 34
1275	 38
1276	 46
1277	 59
1278	 80
1279	112
1280	151
1281	184
1282	205
1283	216
1284	222
1285	224
1286	227
1287	226
1288	226
1289	227
1290	228
1291	230
1292	227
1293	218
1294	199
1295	171
1296	138
1297	106
1298	 81
1299	 63
1300	 50
1301	 43
1302	 40
1303	 39
1304	 38
1305	 38
1306	 38
1307	 38
1308	 39
1309	 42
1310	 48
1311	 59
1312	 77
1313	108
1314	148
1315	177
1316	197
1317	211
1318	221
1319	226
1320	228
1321	228
1322	228
1323	229
1324	230
1325	230
1326	229
1327	226
1328	224
1329	222
1330	221
1331	221
1332	224
1333	231
1334	239
1335	244
1336	249
1337	255
1338	252
1339	251
1340	241
1341	240
1342	240
1343	240
1344	241
1345	241
1346	239
1347	235
1348	233
1349	230
1350	228
1351	225
1352	226
1353	226
1354	226
1355	226
1356	225
1357	224
1358	222
1359	219
1360	214
1361	208
1362	197
1363	179
1364	154
1365	126
1366	 98
1367	 76
1368	 61
1369	 52
1370	 45
1371	 41
1372	 38
1373	 36
1374	 34
1375	 34
1376	 35
1377	 37
1378	 38
1379	 38
1380	 38
1381	 38
1382	 36
1383	 34
1384	 32
1385	 33
1386	 33
1387	 34
1388	 35
1389	 36
1390	 36
1391	 35
1392	 34
1393	 33
1394	 33
1395	 34
1396	 39
1397	 46
1398	 57
1399	 77
1400	108
1401	145
1402	178
1403	200
1404	215
1405	224
1406	228
1407	230
1408	233
1409	235
1410	235
1411	235
1412	232
1413	220
1414	195
1415	158
1416	121
1417	 92
1418	 70
1419	 53
1420	 43
1421	 40
1422	 37
1423	 36
1424	 35
1425	 36
1426	 35
1427	 36
1428	 37
1429	 39
1430	 39
1431	 39
1432	 37
1433	 38
1434	 38
1435	 39
1436	 39
1437	 39
1438	 38
1439	 37
1440	 37
1441	 37
1442	 36
1443	 35
1444	 35
1445	 35
1446	 35
1447	 35
1448	 34
1449	 35
1450	 34
1451	 34
1452	 35
1453	 35
1454	 35
1455	 36
1456	 36
1457	 36
1458	 36
1459	 35
1460	 35
1461	 33
1462	 32
1463	 32
1464	 33
1465	 36
1466	 41
1467	 51
1468	 70
1469	100
1470	141
1471	181
1472	211
1473	230
1474	241
1475	243
1476	239
1477	236
1478	233
1479	230
1480	224
1481	214
1482	197
1483	174
1484	143
1485	111
1486	 84
1487	 66
1488	 52
1489	 43
1490	 38
1491	 35
1492	 34
1493	 32
1494	 32
1495	 32
1496	 33
1497	 35
1498	 34
1499	 34
1500	 34
1501	 34
1502	 34
1503	 35
1504	 36
1505	 36
1506	 36
1507	 35
1508	 34
1509	 35
1510	 35
1511	 35
1512	 36
1513	 37
1514	 37
1515	 38
1516	 40
1517	 45
1518	 52
1519	 62
1520	 80
1521	108
1522	141
1523	166
1524	185
1525	200
1526	209
1527	217
1528	223
1529	228
1530	228
1531	229
1532	227
1533	224
1534	222
1535	215
1536	199
1537	169
1538	132
1539	 99
1540	 76
1541	 59
1542	 47
1543	 41
1544	 38
1545	 38
1546	 39
1547	 38
1548	 37
1549	 38
1550	 39
1551	 43
1552	 49
1553	 58
1554	 74
1555	102
1556	141
1557	175
1558	198
1559	209
1560	214
1561	217
1562	218
1563	221
1564	223
1565	221
1566	220
1567	222
1568	223
1569	218
1570	207
1571	184
1572	150
1573	117
1574	 85
1575	 66
1576	 52
1577	 44
1578	 39
1579	 35
1580	 33
1581	 32
1582	 32
1583	 32
1584	 33
1585	 34
1586	 38
1587	 44
1588	 52
1589	 68
1590	 99
1591	147
1592	191
1593	220
1594	241
1595	255
1596	255
1597	250
1598	239
1599	233
1600	232
1601	233
1602	227
1603	222
1604	216
1605	206
1606	186
1607	151
1608	111
1609	 80
1610	 61
1611	 49
1612	 41
1613	 37
1614	 34
1615	 34
1616	 35
1617	 35
1618	 36
1619	 36
1620	 36
1621	 35
1622	 36
1623	 37
1624	 38
1625	 39
1626	 42
1627	 45
1628	 46
1629	 45
1630	 43
1631	 43
1632	 43
1633	 42
1634	 43
1635	 46
1636	 47
1637	 47
1638	 46
1639	 47
1640	 48
1641	 46
1642	 45
1643	 44
1644	 42
1645	 43
1646	 44
1647	 45
1648	 44
1649	 42
1650	 42
1651	 42
1652	 40
1653	 40
1654	 42
1655	 46
1656	 50
1657	 59
1658	 74
1659	100
1660	136
1661	169
1662	186
1663	195
1664	200
1665	209
1666	222
1667	234
1668	246
1669	255
1670	255
1671	255
1672	255
1673	255
1674	240
1675	218
1676	182
1677	138
1678	100
1679	 74
1680	 57
1681	 48
1682	 43
1683	 41
1684	 39
1685	 38
1686	 37
1687	 38
1688	 39
1689	 43
1690	 51
1691	 59
1692	 67
1693	 80
1694	102
1695	133
1696	160
1697	180
1698	193
1699	201
1700	209
1701	214
1702	213
1703	211
1704	209
1705	210
1706	212
1707	215
1708	214
1709	212
1710	211
1711	212
1712	215
1713	212
1714	209
1715	210
1716	212
1717	215
1718	216
1719	217
1720	213
1721	207
1722	203
1723	198
1724	199
1725	200
1726	196
1727	179
1728	150
1729	116
1730	 85
1731	 64
1732	 51
1733	 43
1734	 40
1735	 37
1736	 35
1737	 34
1738	 37
1739	 41
1740	 41
1741	 40
1742	 41
1743	 40
1744	 41
1745	 43
1746	 43
1747	 43
1748	 41
1749	 40
1750	 41
1751	 43
1752	 45
1753	 47
1754	 46
1755	 45
1756	 44
1757	 41
1758	 39
1759	 38
1760	 36
1761	 36
1762	 37
1763	 40
1764	 40
1765	 38
1766	 35
1767	 33
1768	 32
1769	 32
1770	 32
1771	 34
1772	 36
1773	 37
1774	 37
1775	 39
1776	 42
1777	 48
1778	 56
1779	 71
1780	 98
1781	137
1782	171
1783	194
1784	208
1785	215
1786	219
1787	223
1788	225
1789	225
1790	226
1791	226
1792	226
1793	228
1794	229
1795	226
1796	214
1797	177
1798	132
1799	 98
1800	 74
1801	 59
1802	 49
1803	 42
1804	 39
1805	 37
1806	 35
1807	 34
1808	 35
1809	 36
1810	 38
1811	 42
1812	 50
1813	 61
1814	 79
1815	111
1816	155
1817	187
1818	206
1819	218
1820	225
1821	227
1822	227
1823	231
1824	234
1825	238
1826	242
1827	243
1828	241
1829	238
1830	239
1831	245
1832	255
1833	255
1834	255
1835	252
1836	242
1837	234
1838	231
1839	233
1840	237
1841	242
1842	249
1843	255
1844	252
1845	242
1846	234
1847	220
1848	188
1849	144
1850	103
1851	 73
1852	 56
1853	 45
1854	 38
1855	 35
1856	 33
1857	 33
1858	 37
1859	 39
1860	 38
1861	 39
1862	 41
1863	 45
1864	 56
1865	 69
1866	 89
1867	123
1868	162
1869	191
1870	210
1871	223
1872	230
1873	231
1874	230
1875	228
1876	228
1877	230
1878	231
1879	231
1880	230
1881	229
1882	225
1883	223
1884	221
1885	221
1886	224
1887	229
1888	234
1889	239
1890	239
1891	239
1892	239
1893	239
1894	235
1895	233
1896	228
1897	220
1898	216
1899	212
1900	213
1901	215
1902	219
1903	220
1904	224
1905	227
1906	230
1907	230
1908	231
1909	230
1910	227
1911	224
1912	224
1913	225
1914	223
1915	221
1916	221
1917	223
1918	224
1919	225
1920	224
1921	223
1922	224
1923	223
1924	221
1925	219
1926	216
1927	213
1928	214
1929	216
1930	218
1931	223
1932	221
1933	213
1934	194
1935	159
1936	121
1937	 92
1938	 72
1939	 59
1940	 49
1941	 46
1942	 46
1943	 45
1944	 46
1945	 49
1946	 46
1947	 44
1948	 46
1949	 52
1950	 60
1951	 69
1952	 87
1953	114
1954	145
1955	170
1956	190
1957	203
1958	213
1959	216
1960	217
1961	212
1962	205
1963	196
1964	190
1965	190
1966	192
1967	187
1968	168
1969	135
1970	101
1971	 76
1972	 58
1973	 47
1974	 41
1975	 39
1976	 37
1977	 36
1978	 37
1979	 38
1980	 38
1981	 41
1982	 42
1983	 47
1984	 53
1985	 60
1986	 70
1987	 94
1988	127
1989	154
1990	175
1991	191
1992	202
1993	212
1994	217
1995	220
1996	220
1997	221
1998	218
1999	220
2000	224
2001	227
2002	228
2003	228
2004	227
2005	223
2006	218
2007	213
2008	208
2009	207
2010	210
2011	215
2012	217
2013	216
2014	215
2015	213
2016	214
2017	218
2018	221
2019	225
2020	224
2021	223
2022	223
2023	228
2024	236
2025	251
2026	255
2027	255
2028	255
2029	255
2030	250
2031	238
2032	230
2033	223
2034	219
2035	215
2036	211
2037	209
2038	207
2039	201
2040	198
2041	199
2042	201
2043	198
2044	197
2045	203
2046	208
2047	212
2048	215
2049	212
2050	209
2051	206
2052	204
2053	200
2054	186
2055	159
2056	123
2057	 94
2058	 72
2059	 59
2060	 51
2061	 47
2062	 44
2063	 44
2064	 46
2065	 47
2066	 46
2067	 46
2068	 47
2069	 50
2070	 57
2071	 69
2072	 86
2073	119
2074	166
2075	206
2076	224
2077	233
2078	238
2079	239
2080	236
2081	234
2082	233
2083	230
2084	224
2085	219
2086	216
2087	214
2088	205
2089	182
2090	143
2091	110
2092	 86
2093	 71
2094	 64
2095	 58
2096	 53
2097	 51
2098	 49
2099	 49
2100	 47
2101	 45
2102	 43
2103	 42
2104	 39
2105	 39
2106	 42
2107	 47
2108	 50
2109	 49
2110	 46
2111	 41
2112	 38
2113	 36
2114	 34
2115	 33
2116	 34
2117	 35
2118	 34
2119	 36
2120	 40
2121	 46
2122	 51
2123	 50
2124	 51
2125	 60
2126	 83
2127	117
2128	151
2129	178
2130	197
2131	211
2132	218
2133	222
2134	226
2135	229
2136	229
2137	229
2138	226
2139	220
2140	205
2141	175
2142	135
2143	101
2144	 77
2145	 63
2146	 54
2147	 49
2148	 44
2149	 41
2150	 38
2151	 36
2152	 36
2153	 35
2154	 35
2155	 38
2156	 40
2157	 40
2158	 38
2159	 36
2160	 36
2161	 36
2162	 36
2163	 35
2164	 36
2165	 38
2166	 40
2167	 40
2168	 41
2169	 42
2170	 41
2171	 39
2172	 38
2173	 38
2174	 40
2175	 46
2176	 58
2177	 78
2178	108
2179	141
2180	162
2181	176
2182	186
2183	192
2184	195
2185	198
2186	202
2187	204
2188	207
2189	208
2190	207
2191	207
2192	209
2193	211
2194	212
2195	214
2196	214
2197	216
2198	217
2199	218
2200	217
2201	216
2202	214
2203	214
2204	210
2205	205
2206	203
2207	202
2208	194
2209	174
2210	142
2211	112
2212	 86
2213	 69
2214	 58
2215	 52
2216	 49
2217	 45
2218	 42
2219	 39
2220	 40
2221	 40
2222	 41
2223	 43
2224	 42
2225	 40
2226	 38
2227	 37
2228	 36
2229	 35
2230	 35
2231	 35
2232	 34
2233	 33
2234	 32
2235	 31
2236	 31
2237	 30
2238	 32
2239	 34
2240	 36
2241	 36
2242	 35
2243	 33
2244	 32
2245	 34
2246	 34
2247	 34
2248	 33
2249	 33
2250	 33
2251	 32
2252	 31
2253	 31
2254	 30
2255	 30
2256	 30
2257	 32
2258	 37
2259	 47
2260	 62
2261	 83
2262	105
2263	127
2264	145
2265	163
2266	178
2267	188
2268	192
2269	194
2270	196
2271	197
2272	197
2273	197
2274	196
2275	194
2276	189
2277	185
2278	185
2279	187
2280	190
2281	187
2282	189
2283	190
2284	193
2285	194
2286	192
2287	188
2288	184
2289	183
2290	181
2291	179
2292	177
2293	169
2294	155
2295	131
2296	106
2297	 84
2298	 70
2299	 60
2300	 53
2301	 48
2302	 45
2303	 43
2304	 40
2305	 38
2306	 34
2307	 32
2308	 33
2309	 37
2310	 44
2311	 55
2312	 70
2313	 91
2314	116
2315	136
2316	148
2317	155
2318	158
2319	160
2320	164
2321	167
2322	167
2323	167
2324	165
2325	164
2326	162
2327	163
2328	162
2329	151
2330	128
2331	101
2332	 81
2333	 69
2334	 60
2335	 54
2336	 49
2337	 45
2338	 41
2339	 40
2340	 38
2341	 37
2342	 38
2343	 41
2344	 48
2345	 59
2346	 76
2347	100
2348	125
2349	143
2350	154
2351	161
2352	166
2353	172
2354	177
2355	184
2356	192
2357	196
2358	196
2359	197
2360	194
2361	185
2362	167
2363	143
2364	117
2365	 96
2366	 78
2367	 68
2368	 61
2369	 55
2370	 50
2371	 46
2372	 43
2373	 41
2374	 39
2375	 40
2376	 43
2377	 50
2378	 57
2379	 66
2380	 78
2381	 96
2382	118
2383	141
2384	159
2385	172
2386	178
2387	178
2388	178
2389	178
2390	177
2391	178
2392	179
2393	181
2394	183
2395	184
2396	185
2397	183
2398	184
2399	184
2400	185
2401	185
2402	184
2403	182
2404	181
2405	180
2406	178
2407	178
2408	178
2409	183
2410	187
2411	190
2412	190
2413	187
2414	183
2415	178
2416	173
2417	169
2418	166
2419	166
2420	166
2421	168
2422	167
2423	169
2424	168
2425	168
2426	169
2427	170
2428	170
2429	171
2430	171
2431	174
2432	177
2433	180
2434	183
2435	185
2436	184
2437	184
2438	183
2439	183
2440	182
2441	183
2442	183
2443	184
2444	185
2445	185
2446	185
2447	186
2448	185
2449	183
2450	183
2451	185
2452	186
2453	189
2454	193
2455	196
2456	197
2457	200
2458	204
2459	207
2460	211
2461	212
2462	210
2463	207
2464	203
2465	199
2466	196
2467	192
2468	190
2469	190
2470	190
2471	190
2472	191
2473	192
2474	194
2475	193
2476	193
2477	193
2478	192
2479	190
2480	189
2481	186
2482	185
2483	183
2484	182
2485	183
2486	185
2487	187
2488	190
2489	191
2490	191
2491	188
2492	184
2493	182
2494	178
2495	176
2496	174
2497	173
2498	171
2499	170
2500	170
2501	167
2502	166
2503	166
2504	166
2505	164
2506	165
2507	164
2508	163
2509	163
2510	162
2511	163
2512	164
2513	165
2514	163
2515	165
2516	167
2517	168
2518	168
2519	167
2520	165
2521	166
2522	165
2523	164
2524	165
2525	166
2526	168
2527	170
2528	172
2529	172
2530	172
2531	171
2532	170
2533	171
2534	171
2535	171
2536	170
2537	169
2538	167
2539	166
2540	164
2541	163
2542	163
2543	163
2544	164
2545	164
2546	165
2547	165
2548	165
2549	164
2550	164
2551	164
2552	163
2553	164
2554	164
2555	167
2556	169
2557	171
2558	172
2559	174
2560	175
2561	178
2562	180
2563	179
2564	178
2565	179
2566	179
2567	181
2568	182
2569	184
2570	186
2571	187
2572	187
2573	188
2574	188
2575	187
2576	185
2577	184
2578	182
2579	180
2580	178
2581	177
2582	176
2583	176
2584	175
2585	175
2586	174
2587	173
2588	173
2589	171
2590	169
2591	167
2592	166
2593	167
2594	167
2595	169
2596	171
2597	172
2598	173
2599	175
2600	177
2601	178
2602	179
2603	180
2604	183
2605	184
2606	184
2607	184
2608	183
2609	182
2610	180
2611	179
2612	175
2613	172
2614	171
2615	169
2616	166
2617	163
2618	160
2619	157
2620	155
2621	153
2622	151
2623	150
2624	149
2625	148
2626	146
2627	145
2628	142
2629	140
2630	139
2631	136
2632	134
2633	134
2634	132
2635	131
2636	131
2637	130
2638	128
2639	129
2640	127
2641	130
2642	130
2643	129
2644	131
2645	133
2646	135
2647	137
2648	139
2649	141
2650	141
2651	141
2652	140
2653	138
2654	136
2655	134
2656	133
2657	131
2658	130
2659	129
2660	128
2661	125
2662	123
2663	121
2664	121
2665	120
2666	119
2667	118
2668	118
2669	119
2670	118
2671	117
2672	116
2673	115
2674	112
2675	110
2676	108
2677	106
2678	105
2679	104
2680	102
2681	102
2682	101
2683	100
2684	 99
2685	 99
2686	 98
2687	 97
2688	 95
2689	 93
2690	 92
2691	 91
2692	 90
2693	 89
2694	 86
2695	 86
2696	 85
2697	 83
2698	 81
2699	 82
2700	 82
